GEN,BEZ,Coronavirus Infektionen / Coronavirus Cases,Main Source / Hauptquelle,Crowdsourced Infektionen,Genesen,Quarantine,Nothilfe (Stationär/Intensiv),Todesfälle,"Zeit (Datum, Uhrzeit) (Man kann =JETZT() oder =NOW() benutzen",Unnamed: 10,Contributor,Crowdsourced Infektionen.1,Zeit,Main Source / Hauptquelle.1,Contributor.1,Crowdsourced Infektionen.2,Zeit.1,Main Source / Hauptquelle.2,Contributor.2
Göppingen,Landkreis,64,https://filstalwelle.de/shortnews/2020-03-17-landkreis-goeppingen-64-bestaetigte-corona-faelle,81,,700.0,,1.0,18/03/2020 16:00,https://filstalwelle.de/shortnews/2020-03-18-landkreis-goeppingen-81-personen-mit-corna-virus-infiziert,@_MitschiBoy_,,,,,,,,
Görlitz,Landkreis,9,http://coronavirus.landkreis.gr/,10,,,,,18/03/2020 08:00,http://coronavirus.landkreis.gr/,@_MitschiBoy_,,,,,,,,
Goslar,Landkreis,7,"https://www.landkreis-goslar.de/index.phtml?object=tx,1749.10&ModID=7&FID=94.13479.1&mNavID=1749.9&sNavID=94.35",10,,,,,17/03/2020 18:00,https://www.landkreis-goslar.de/media/custom/94_6283_1.PDF?1584522010,@_MitschiBoy_,,,,,,,,
Gotha,Landkreis,1,https://www.landkreis-gotha.de/,1,,,,,,,,,,,,,,,
Göttingen,Landkreis,19,https://www.goettingen.de/aktuelles/coronavirus-zahl-der-infizierten-menschen-steigt-2020-03-17.html,19,,,,,,,,,,,,,,,
Grafschaft Bentheim,Landkreis,11,https://www.grafschaft-bentheim.de/magazin/artikel.php?artikel=6041&type=2&menuid=893&topmenu=893,15,,100.0,,,18/03/2020 16:00,https://www.grafschaft-bentheim.de/magazin/magazin.php?menuid=893&topmenu=893,@_MitschiBoy_,,,,,,,,
Greiz,Landkreis,3,https://www.landkreis-greiz.de/landkreis-greiz/aktuell/,3,,,,,,,,,,,,,,,
Groß-Gerau,Landkreis,12,"https://www.gross-gerau.de/Quicknavigation/Startseite/Corona_BGM_Aufruf.php?object=tx,2289.7&ModID=7&FID=2289.15595.1&NavID=2289.1&NavID=2289.68",21,,,,,18/03/2020 14:00,https://soziales.hessen.de/gesundheit/infektionsschutz/coronavirus-sars-cov-2/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen,@_MitschiBoy_,,,,,,,,
Günzburg,Landkreis,3,https://landratsamt.landkreis-guenzburg.de/buergerservice/sicherheit-gesundheit-verbraucherschutz/gesundheit/covid-19,3,,,,,,,,,,,,,,,
Gütersloh,Kreis,91,https://www.kreis-guetersloh.de/aktuelles/corona/,134,,,,,18/03/2020 13:10,https://www.kreis-guetersloh.de/aktuelles/corona/,@_MitschiBoy_,,,,,,,,
Hagen,Kreisfreie Stadt,8,https://www.hagen.de/web/de/hagen_de/home.html,8,,,,,,,,,,,,,,,
Halle (Saale),Kreisfreie Stadt,27,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,38,,,,,18/03/2020 10:00,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,@HalleSpektrum,,,,,,,,
Hamburg,Kreisfreie Stadt,312,https://www.hamburg.de/coronavirus/pressemeldungen/13721208/2020-03-15-bgv-coronavirus-aktuell/,414,,,13.0,1.0,18/03/2020 16:00,https://www.hamburg.de/coronavirus/13730108/2020-03-18-coronavius-aktueller-stand/,@gitscher,,,,,,,,
Hameln-Pyrmont,Landkreis,9,"https://www.hameln-pyrmont.de/Schnellnavigation/Startseite/9-Corona-F%C3%A4lle-im-Landkreis-Hameln-Pyrmont.php?object=tx,2561.5&ModID=7&FID=2749.5589.1&NavID=2561.7",9,,,,,,,,,,,,,,,
Hamm,Kreisfreie Stadt,19,https://www.hamm.de/corona,21,,,,,18/03/2020 08:00,https://www.hamm.de/corona,@_MitschiBoy_,,,,,,,,
Harburg,Landkreis,18,https://www.landkreis-harburg.de/,39,,,,,18/03/2020 17:00,https://www.landkreis-harburg.de/corona,@_MitschiBoy_,,,,,,,,
Harz,Landkreis,7,http://www.kreis-hz.de/de/coronavirus.html,7,,,,,,,,,,,,,,,
Haßberge,Landkreis,8,https://www.hassberge.de/topmenu/startseite/news-ansicht.html?tx_news_pi1%5Bnews%5D=1646&cHash=5982f2a8fbd8823ef0de98fc8f1d2a37,8,,,,,,,,,,,,,,,
Havelland,Landkreis,6,https://www.havelland.de/coronavirus/,6,,,,,,,,,,,,,,,
Heidekreis,Landkreis,1,https://www.heidekreis.de/home/gesundheit-soziales/gesundheit-veterinaerwesen/infektionsschutzgesetz/neuartiges-coronavirus.aspx,1,,,,,,,,,,,,,,,
Heidelberg,Stadtkreis,41,https://www.heidelberg.de/hd/corona-virus_+die+lage+in+heidelberg.html,47,,,,,18.03.2020,"https://www.rhein-neckar-kreis.de/,Lde/start/landratsamt/coronavirus+-+faq.html",,,,,,,,,
Heidenheim,Landkreis,31,https://www.landkreis-heidenheim.de/Landratsamt/Organisationseinheit/Gesundheit/Coronavirus/index.htm,37,,,,,18/03/2020 12:00,https://www.info-corona-lrahdh.de/startseite,@_MitschiBoy_,,,,,,,,
Heilbronn,Stadtkreis,9,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,13,,,,,18/03/2020 20:00,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,@_MitschiBoy_,,,,,,,,
Heilbronn,Landkreis,57,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,113,,,,,18/03/2020 21:00,https://www.landkreis-heilbronn.de/informationen-zum-coronavirus.44148.htm,@_MitschiBoy_,,,,,,,,
Heinsberg,Kreis,755,https://www.kreis-heinsberg.de/aktuelles/aktuelles/?pid=5142,811,25.0,,,,18/03/2020 13:30,https://www.kreis-heinsberg.de/aktuelles/aktuelles/?pid=5142,@JamesEDaniell,,,,,,,,
Helmstedt,Landkreis,2,https://www.helmstedt.de/verwaltung/dienstleistungen/dienstleistung.php?id=692&menuid=662&refmenuid=1114&reftopmenu=782&topmenu=637,2,,,,,,,,,,,,,,,
Herford,Kreis,36,https://www.kreis-herford.de/LEBEN/Gesund-sein-und-bleiben/Infektionen-und-Krankheiten/Informationen-zum-Coronavirus,52,,,,,18/03/2020 20:00,https://www.kreis-herford.de/LEBEN/Gesund-sein-und-bleiben/Infektionen-und-Krankheiten/Informationen-zum-Coronavirus/,@_MitschiBoy_,,,,,,,,
Herne,Kreisfreie Stadt,8,https://www.herne.de/Stadt-und-Leben/Gesundheit/Informationen-zum-Coronavirus/,13,,,,,18/03/2020 21:35,,,,,,,,,,
Hersfeld-Rotenburg,Landkreis,15,https://www.hef-rof.de/presse/nachrichten-archiv/1566-zwei-neue-corona-faelle-im-landkreis,17,,,,,18/03/2020 21:00,https://www.hef-rof.de/presse/nachrichten-archiv/1566-zwei-neue-corona-faelle-im-landkreis,@_MitschiBoy_,,,,,,,,
Herzogtum Lauenburg,Kreis,13,https://www.kreis-rz.de/index.phtml?mNavID=1814.183&sNavID=1814.183&La=1,17,,,,,18/03/2020 21:00,https://schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,@_MitschiBoy_,,,,,,,,
Hildburghausen,Landkreis,0,"https://www.landkreis-hildburghausen.de/Schnellnavigation/Startseite/Pressemitteilung-zur-Allgemeinverf%C3%BCgung-des-Landratsamtes-Hildburghausen-zum-Verbot-von-Veranstaltungen-auf-dem-Gebiet-des-Landkreises-Hildburghausen.php?object=tx,2902.5&ModID=7&FID=2902.1369.1",0,,,,,,,,,,,,,,,
Hildesheim,Landkreis,44,"https://www.landkreishildesheim.de/-Landkreis-Aktuelle-Zahlen-zum-Coronavirus-im-Landkreis-Hildesheim.php?object=tx,2829.5&ModID=7&mobile=off&FID=2829.3121.1",66,,,,,18.03.2020,"https://www.landkreishildesheim.de/-Landkreis-Aktuelle-Zahlen-zum-Coronavirus.php?object=tx,2829.5&ModID=7&mobile=off&FID=2829.3127.1",,,,,,,,,
Hochsauerlandkreis,Kreis,80,https://www.hochsauerlandkreis.de/startseite/pressemeldungen/pressemeldung-_Corona_Virus__80_Erkrankte__Fahrschulen_schliessen___Hinweise_fuer_die_Kfz_Zulassung.php,82,,,,,18.03.2020,https://www.hochsauerlandkreis.de/startseite/pressemeldungen/pressemeldung-_Corona_Virus__Vier_Erkrankte_stationaer_untergebracht__82_insgesamt___Entscheidung_zu_Beitragsrueckerstattungen_spaetestens_im_April.php,,,,,,,,,
Hochtaunuskreis,Landkreis,20,https://www.hochtaunuskreis.de/Informationen+der+Kreisverwaltung+zum+Corona+Virus/Lage%C3%BCbersicht.html,28,,,,,18/03/2020 14:00,https://soziales.hessen.de/gesundheit/infektionsschutz/coronavirus-sars-cov-2/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen,@_MitschiBoy_,,,,,,,,
Hof,Kreisfreie Stadt,4,https://www.landkreis-hof.de/coronavirus-wir-informieren/,5,,,,,18/03/2020 20:30,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,,,,,,,,,
Hof,Landkreis,7,https://www.landkreis-hof.de/coronavirus-wir-informieren/,7,,,,,,,,,,,,,,,
Hohenlohekreis,Landkreis,151,https://www.hohenlohekreis.de/fileadmin/Dateien/Dateien/Buergerservice/Gesundheit/083_03_17_Coronavirus_Akt.Stand.pdf,167,,,,1.0,18/03/2020 19:00,https://www.hohenlohekreis.de/index.php?id=291&publish[id]=1110500&publish[start]=,@_MitschiBoy_,,,,,,,,
Holzminden,Landkreis,13,https://www.landkreis-holzminden.de/portal/seiten/aktuelles-zum-coronavirus-900000405-25600.html?rubrik=900000005,14,,,,,,,,,,,,,,,
Höxter,Kreis,4,https://www.kreis-hoexter.de/service-kontakt/pressestelle/pressemitteilungen/4205.Update-von-Sonntag-Keine-neuen-Faelle-des-Coronavirus-im-Kreis-Hoexter.html,7,,,,,,,,,,,,,,,
Ilm-Kreis,Landkreis,2,https://www.ilm-kreis.de/,2,,,,,,,,,,,,,,,
Ingolstadt,Kreisfreie Stadt,3,"https://www.ingolstadt.de/Home/index.php?La=1&object=tx,3052.13907.1&kat=&kuo=2&sub=0&&NavID=2789.411.1",3,,,,,,,,,,,,,,,
Jena,Kreisfreie Stadt,20,https://gesundheit.jena.de/de/coronavirus,30,,,,,,,,,,,,,,,
Jerichower Land,Landkreis,1,https://www.lkjl.de/de/index.php?id=223359001131,1,,,,,,,,,,,,,,,
Kaiserslautern,Kreisfreie Stadt,9,https://www.kaiserslautern-kreis.de/aktuelles.html,9,,,,,,,,,,,,,,,
Kaiserslautern,Landkreis,13,https://www.kaiserslautern-kreis.de/aktuelles.html,13,,,,,,,,,,,,,,,
Karlsruhe,Stadtkreis,31,https://corona.karlsruhe.de/aktuell/aktuelle-informationen-und-zahlen,31,,,,,,,,,,,,,,,
Karlsruhe,Landkreis,56,https://corona.karlsruhe.de/aktuell/aktuelle-informationen-und-zahlen,120,,,,,,,,,,,,,,,
Kassel,Kreisfreie Stadt,15,https://www.kassel.de/aktuelles/aktuelle-meldungen/coronavirus.php,26,,,,,,https://www.kassel.de/aktuelles/aktuelle-meldungen/coronavirus.php,,,,,,,,,
Kassel,Landkreis,18,https://www.kassel.de/aktuelles/aktuelle-meldungen/coronavirus.php,27,,,,,,https://www.kassel.de/aktuelles/aktuelle-meldungen/coronavirus.php,,,,,,,,,
Kaufbeuren,Kreisfreie Stadt,5,https://www.landkreis-ostallgaeu.de/aktuelles.html,5,,,,,,,,,,,,,,,
Kelheim,Landkreis,6,https://www.landkreis-kelheim.de/amt-service/coronavirus/,14,,124.0,,,,,,,,,,,,,
Kempten (Allgäu),Kreisfreie Stadt,5,https://www.oberallgaeu.org/de/news/detail/corona:-newsticker-oberallgaeu.html,5,,,,,,,,,,,,,,,
Kiel,Kreisfreie Stadt,18,https://www.kiel.de/de/gesundheit_soziales/gesundheit_vorsorgen_heilen/infektionsschutz/coronavirus.php,20,,,,,,,,,,,,,,,
Kitzingen,Landkreis,5,https://www.kitzingen.de/buergerservice/aktuelles/aktuelles-2020/corona/,5,,,,,,,,,,,,,,,
Kleve,Kreis,70,https://www.kleve.de/de/inhalt/aktuelles/,74,,,,,,http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,,,,,,,,,
Koblenz,Kreisfreie Stadt,21,https://www.koblenz.de/aktuelles/coronavirus/,36,,,,,18/03/2020 17:00,https://www.kvmyk.de/kv_myk/Aktuelles/Pressemeldungen%202020/Neue%20bestätigte%20Coronafälle%20im%20Kreis%20MYK%20und%20der%20Stadt%20Koblenz%20(18.%20März)/,,,,,,,,,
Köln,Kreisfreie Stadt,384,https://www.koeln.de/koeln/nachrichten/lokales/coronavirus-in-koeln-der-aktuelle-stand_1144487.html,478,,,,,,,,,,,,,,,
Konstanz,Landkreis,45,https://www.lrakn.de/Startseite,45,1.0,,,,17/03/2020,"https://www.lrakn.de/,Lde/service-und-verwaltung/aemter/gesundheit+und+versorgung/coronavirus",,,,,,,,,
Krefeld,Kreisfreie Stadt,43,https://www.krefeld.de/de/inhalt/informationen-zum-thema-corona-virus/,53,,,,,,http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,,,,,,,,,
Kronach,Landkreis,3,https://www.landkreis-kronach.de/aktuelles/meldungen/pressemitteilung-des-landkreises-kronach/,3,,,,,,,,,,,,,,,
Kulmbach,Landkreis,1,https://www.facebook.com/kulmbach.stadtportal,1,,,,,,,,,,,,,,,
Kusel,Landkreis,14,https://landkreis-kusel.de/no_cache/aktuelles/news.html,18,,,,,18/03/2020 20:00,https://landkreis-kusel.de/aktuelles/coronavirus-wichtige-hinweise-und-aktuelle-informationen/aktuelle-informationen.html,,,,,,,,,
Kyffhäuserkreis,Landkreis,8,https://www.kyffhaeuser.de/kyf/index.php/pressemeldungen-leser/items/2140.html,8,,,,,,,,,,,,,,,
Lahn-Dill-Kreis,Landkreis,21,https://www.lahn-dill-kreis.de/buergerservice/gesundheitsamt/hygiene-infektion/lahn-dill-kreisdecoronavirus/,21,,,,,,,,,,,,,,,
Landau in der Pfalz,Kreisfreie Stadt,2,https://www.suedliche-weinstrasse.de/de/aktuelles/pressemeldungen/2020_066.php,9,,,,,18/03/2020 20:35,https://www.suedliche-weinstrasse.de/de/aktuelles/pressemeldungen/2020_066.php,,,,,,,,,
Landsberg am Lech,Landkreis,10,https://www.landkreis-landsberg.de/aktuelles/pressemitteilungen/corona-virus/,14,,,,,18/03/2020 20:40,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,,,,,,,,,
Landshut,Kreisfreie Stadt,4,http://www.landshut.de/portal/startseite/pressedetails/article/8840/12332.html,29,,,,,,,,,,,,,,,
Landshut,Landkreis,25,https://www.landkreis-landshut.de/Landratsamt/Aktuelles.aspx?rssid=f556fe1f-c62f-46a8-ab11-6eaa1479c00a,29,,,,,18/03/2020 21:00,https://www.landkreis-landshut.de/Landratsamt/Aktuelles.aspx?rssid=f556fe1f-c62f-46a8-ab11-6eaa1479c00a,@_MitschiBoy_,,,,,,,,
Leer,Landkreis,7,https://www.landkreis-leer.de/,7,,,,,,,,,,,,,,,
Leipzig,Kreisfreie Stadt,71,https://www.sms.sachsen.de/coronavirus.html,72,,,,,18/03/2020 16:30,,,,,,,,,,
Leipzig,Landkreis,17,https://www.landkreisleipzig.de/,25,,,,,18/03/2020 19:00,https://www.landkreisleipzig.de/corona_virus.html,,,,,,,,,
Leverkusen,Kreisfreie Stadt,21,https://www.leverkusen.de/leben-in-lev/gesundheit/info-zu-corona-virus.php,21,,,,,,,,,,,,,,,
Lichtenfels,Landkreis,3,https://www.lkr-lif.de/landratsamt/gesundheit-und-verbraucherschutz/gesundheitswesen/informationen-fuer-die-buerger/coronavirus/index.html,5,,,,,18/03/2020 20:40,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,,,,,,,,,
Limburg-Weilburg,Landkreis,8,https://www.landkreis-limburg-weilburg.de/,12,,,,,18/03/2020 14:00,https://soziales.hessen.de/gesundheit/infektionsschutz/coronavirus-sars-cov-2/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen,@_MitschiBoy_,,,,,,,,
Lindau (Bodensee),Landkreis,19,"https://www.landkreis-lindau.de/B%C3%BCrgerservice-Online-Dienste/B%C3%BCrgerservice/Aktuell/index.php?La=1&object=tx,2846.1038.1&kat=&kuo=2&sub=0",21,,,,,18/03/2020 20:40,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,,,,,,,,,
Lippe,Kreis,87,https://www.kreis-lippe.de/?object=tx|2001.7113.1,87,1.0,,,,,,,,,,,,,,
Lörrach,Landkreis,27,https://www.loerrach-landkreis.de/de/Service-Verwaltung/Fachbereiche/Gesundheit/Sachgebiete/Sachgebiet/Corona,49,,,,,18/03/2020 16:45,https://www.loerrach-landkreis.de/de/Service-Verwaltung/Fachbereiche/Gesundheit/Sachgebiete/Sachgebiet/Corona?skipEntranceUrl,@_MitschiBoy_,,,,,,,,
